Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
Guantes Holmatro Talle L,Bravo 114,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,3/6/2022,Destacamento,Almacén,, ,,,,,,
Guantes Holmatro Talle L,Bravo 115,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 116,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 118,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 13,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 15,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 18,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 21,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 24,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 25,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 27,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 32,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 4,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 42,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,4/4/2021,Destacamento,Almacén,, ,,,,,,
Guantes Holmatro Talle L,Bravo 42,Roto,No,baja,Baja, ,Modificación,4/4/2021,Personal BVU,Equipamiento,, ,,,,Bravo 4,6/6/2021,Bravo 9
Guantes Holmatro Talle L,Bravo 43,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 44,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 45,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 5,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle L,Bravo 7,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 8,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 84,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 89,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 9,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 92,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle L,Bravo 95,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,9/8/2019,Destacamento,Almacén,, ,,,,,,
Guantes Holmatro Talle L,Bravo 97,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle M, ,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle M,Bravo 101,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,8/12/2018,Destacamento,Almacén,, ,,,,,,
Guantes Holmatro Talle M,Bravo 31,Roto,No,baja,Baja, ,Modificación,8/11/2024,Personal BVU,Equipamiento,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes Holmatro Talle M,Bravo 82,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle S, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 67,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,4/14/2024,Destacamento,Almacén,, ,,,,Bravo 4,8/24/2024,Bravo 9
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 4,3/11/2018,Bravo 9
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Guantes Holmatro Talle XL, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,Bravo 8,3/31/2017,Bravo 9
Guantes Holmatro Talle XL,Bravo 22,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 33,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 46,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Guantes Holmatro Talle XL,bravo 48,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 78,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 83,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 87,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes Holmatro Talle XL,Bravo 94,Bueno,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,Bravo 4,3/19/2021,Bravo 9
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,Bravo 4,3/19/2021,Bravo 9
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,,,
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,,,
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,,,
Guantes KONG, ,Bueno,Sí,Cuartel Central,Unidad 9,RTC,,,,,, ,,,,,,
Guillotina, ,Bueno,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
Guillotina, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo, ,,,,,, ,,,,,,
Gusano ventilador, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
Gusano ventilador, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
Gusano ventilador, ,Bueno,Sí,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Hacha Bombero, ,Bueno,Sí,Destacamento,Galpón, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha Bombero, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha Bombero, ,Bueno,Sí,Destacamento,Unidad 5, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha Bombero, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha de mano chica con funda, ,Usado,No,Destacamento,Almacén, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Destacamento,Unidad 5, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Hacha plana fibra, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Destacamento,Galpón, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Destacamento,Unidad 5, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Halligan, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Heladera c/ Freezer, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Heladera con freezer marca Patrick, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Heladera Siam c/ freezer, ,Bueno,Sí,Cuartel Central,Aula Academia, ,,,,,, ,,,,,,
Herramienta neumática Wurth, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
Herramientas camión, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,, ,,,,,,
Herramientas camión, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
Herramientas camión, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,, ,,,,,,
Herramientas camión, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,, ,,,,,,
Herramientas camión, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,,,,, ,,,,,,
Herramientas Motobomba FOX III, ,Bueno,No,Destacamento,Galpón,Bolso Motobomba FOX III,,,,,, ,,,,,,
Herramientas Motodisco marca Stihl modelo TS420, ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Equipo a explosión,Sí,,,,,,
Herramientas Motodisco marca Stihl modelo TS420, ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Equipo a explosión,Sí,,,,,,
Hidrolavadora, ,Bueno,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
Hidrolavadora marca Kärcher modelo HDS 551E Eco Commercial, ,Bueno,Sí,Cuartel Central,General, ,,,,,, ,,,,,,
Horno Pizzero 2 puertas a Gas, ,Bueno,No,Cuartel Central,Salón de Fiestas, ,,,,,, ,,,,,,
I D S (Descensor), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
I D S (Descensor), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
ID de llamada, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
ID de llamada, ,Regular,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Impresora HP Photosmart modelo C3180, ,Bueno,No,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Impresora laser marca HP modelo Deskjet F4480, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Impresora laser marca Samsung modelo SCX-4500, ,Bueno,Sí,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Impresora Lexmark modelo Z2320, ,Bueno,No,Cuartel Central,Oficina Academia, ,,,,,, ,,,,,,
Impresora multifunción Lexmark MB2546adwe, ,Nuevo,Sí,Cuartel Central,Oficina Comisión Directiva, ,Alta,6/14/2022,Comercio,,,,,,,Bravo 2,6/16/2022,Bravo 9
Inmovilizador Bebés marca Jerome modelo Papoose, ,Nuevo,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Inmovilizador Bebés marca Jerome modelo Papoose, ,Nuevo,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Inmovilizador Bebés marca Jerome modelo Papoose con collar, ,Nuevo,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Inmovilizador Bebés marca Jerome modelo Papoose con collar, ,Nuevo,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Inmovilizador de rodilla regulable, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Inodoro, ,Bueno,Sí,Destacamento,Oficina guardia, ,,,,,, ,,,,,,
Inodoro, ,Bueno,Sí,Destacamento,Oficina guardia, ,,,,,, ,,,,,,
Jabalina de puesta a tierra, ,Bueno,Sí,Destacamento,Unidad 2, ,,,,,, ,,,,,,
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
JANE 60cm (Cabo con ojal), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Juego de 11 adaptadores hexagonales encastre 22 mm, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Juego de 12 llaves Allen, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Juego de 21 tubos encastre ¾”, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
JUEGO DE 3 BALIZAS TRIANGULARES, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
"Juego de 5 llaves Allen encastre ⅜""", ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Juego de 5 llaves en 'L' en estrella , ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Juego de 8 llaves en 'L' en estrella, ,Bueno,Sí,Destacamento,Taller,T15 y T55,,,,,, ,,,,,,
Juego de herramientas, ,Bueno,Sí,Destacamento,Unidad 13, ,,,,,, ,,,,,,
Juego expansor, ,Bueno,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
"Juego llaves estriadas/fijas (8-10-11-13 y 14"")", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
Juego puntas Pinza Core, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,,,,, ,,,,,,
Juego Sillón 1/1, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Juego Sillón 1/1, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Juego Sillón 1/3, ,Bueno,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar derecho, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Jumar izquierdo, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Kit actualización Torso Little Anne Adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/2/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Kit actualización Torso Little Anne Adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/2/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Kit actualización Torso Little Anne Adulto, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/2/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Kit para quemaduras, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,  ,,,Primeros Auxilios, ,,,,,,
KOOTENAY (Polea), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Lámina Adulto para entrenamiento, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,6/15/2017,Compra,,, ,,,,Bravo 2,6/17/2017,Bravo 9
Lámina Adulto para entrenamiento, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,6/15/2017,Compra,,, ,,,,Bravo 2,6/17/2017,Bravo 9
Lámina para entrenamiento DEA  pediátrico, ,Nuevo,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Lámina para entrenamiento DEA  pediátrico, ,Nuevo,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Lámina para entrenamiento DEA adulto, ,Nuevo,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Lámina para entrenamiento DEA adulto, ,Nuevo,No,Cuartel Central,Depósito Archivo, ,,,,,, ,,,,,,
Lanza AWG 1¾” Storz, ,Bueno,Sí,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"LANZA ELKHART BRASS 2 ½""", ,Nuevo,No,Destacamento,Almacén, ,,,,,Lanzas, ,,,,,,
Lanza Elkhart para espuma 1¾”, ,Bueno,Sí,Cuartel Central,Unidad 7, ,,,,,Lanzas, ,,,,,,
Lanza Elkhart para espuma con expansor, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,Lanzas, ,,,,,,
Lanza Elkhart para monitor, ,Bueno,Sí,Destacamento,Unidad 4, ,, ,,,Lanzas, ,,,,,,
"Lanza Kugelite 1¾"" Storz", ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,Lanzas, ,,,,,,
Lanza Kugelite 1¾” Storz, ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,Lanzas, ,,,,,,
Lanza Kugelite 1¾” Storz, ,Bueno,Sí,Cuartel Central,Unidad 6, ,,,,,Lanzas, ,,,,,,
"Lanza Kugelite 2½"" Storz", ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable ¾"" Forestal", ,Nuevo,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable ¾"" Forestal", ,Nuevo,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable ¾"" Forestal", ,Nuevo,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable 1½"" Forestal ", ,Bueno,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable 1½"" Forestal ", ,Bueno,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
"Lanza patrón regulable 1½"" Forestal ", ,Bueno,No,Destacamento,Galpón, ,,,,,Lanzas, ,,,,,,
Lanza Protek  automática 1¾” Storz, ,Bueno,Sí,Destacamento,Unidad 5, ,,,,,Lanzas, ,,,,,,
Lanza Protek  automática 1¾” Storz, ,Bueno,Sí,Cuartel Central,Unidad 10, ,,,,,Lanzas, ,,,,,,
Lanza Protek  automática 1¾” Storz, ,Bueno,Sí,Cuartel Central,Unidad 6, ,Modificación,8/8/2021,Destacamento,Almacén,Lanzas,Sí,,,,Bravo 4,8/10/2021,Bravo 9
"Lanza Viper 1560 1"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 1560 1"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 1560 1"" Storz", ,Bueno,Sí,Destacamento,Unidad 13, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 1560 1"" Storz", ,Bueno,Sí,Cuartel Central,Unidad 14, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 1560 1"" Storz", ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 1560 1"" Storz", ,Bueno,Sí,Destacamento,Unidad 4, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 3012 1¾"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 3012 1¾"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 3012 1¾"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
"Lanza Viper 3012 1¾"" Storz", ,Nuevo,No,Destacamento,Almacén, ,,12/31/2016,,,Lanzas,Sí,,,,,,
